conversation_id,customer_message,amazonhelp_reply,intent_label,decision_label,decision_reason
436929,"Customer message 1: @135806 sois la peor empresa de paqueteria..Esque no dais ni una...haber si @116928 deja de currar con vosotros.Queee desastre!!

Customer message 2: @AmazonHelp no tiene que ver con vosotros , lo que  a sucedido es que el paquete me tendría que haber llegado hoy , y no an dado señales de vida

Customer message 3: @AmazonHelp y lo pero que ya me a pasado mas de 5 veces...

Customer message 4: @AmazonHelp Q ba, si es imposible ponerme en contacto con ellos, no cojen( ocupado) o no da señal el telefono. Y el establecimientolo tengo a muchos km

Customer message 5: @AmazonHelp no, no puedo contactar con ellos ya que no hay manera, no  les funcionan el ""tlf"" y el establecimiento me pilla a muchos km como para ir

Customer message 6: @AmazonHelp gracias¡¡¡¡ Lo hare https://t.co/LbJNaGigfD

Customer message 7: @AmazonHelp gracias,por lo menos veo que ayudáis mas que  @135806 o por lo menos os preocupáis algo","AmazonHelp reply 1: @218763 Hola, sin compartir información sensible como el número del pedido, ¿nos comentarías qué sucedió? ^HC

AmazonHelp reply 2: @218763 Lamento este inconveniente, VaUz, ¿Has entrado en contacto con el transportista para verificar lo sucedido? ^AZ

AmazonHelp reply 3: @218763 Cuéntanos, ¿has recibido alguna respuesta del transportista? 

-Hazel C

AmazonHelp reply 4: @218763 ¿Tu pedido es vendido y gestionado por Amazon o un vendedor externo? ^HC

AmazonHelp reply 5: @218763 Entiendo, en ese caso te recomiendo contactar directamente nuestro SAC accesando el siguiente enlace: https://t.co/OjvUxwnzPe ^AZ

AmazonHelp reply 6: @218763 Con gusto. No dudes en contactarnos si necesitas asistencia adicional. ¡Saludos! ^LG",I1,Escalate,Repeated delivery delay with no workable carrier contact.
351871,"Customer message 1: How much cost FL_studio 11 producer edition or all plugins with amazon? @AmazonHelp I think I should buy one, if you ships to Norway.

Customer message 2: @AmazonHelp Ok","AmazonHelp reply 1: @184123 Hey, it's currently unavailable: https://t.co/HeynYRjLjs ^RS",I8,Auto-handle,Routine product price and availability enquiry.
2276187,Customer message 1: Hey @AmazonHelp why would u not be receiving out for delivery or order delayed emails?,"AmazonHelp reply 1: @662031 Sorry for any troubles, Steve! Have you checked your spam/junk folders and also here: https://t.co/hdKie9me5K? ^AB",I8,Auto-handle,General order notification issue.
2622599,"Customer message 1: @115830 really Amazon? Really? After the problem I had yesterday with the packaging you send the second drive in the same manner? Hard drives should have foam inserts to protect it during shipping! Again not even a fragile symbol on the box. Don’t ever buy HDDs from Amazon!! https://t.co/ighaaStWBd

Customer message 2: @AmazonHelp Who would use a drive that was shipped that way? I don’t want to touch it with a 10 foot barge pole! I’ve contacted Western Digital about this and let them know how you sent out their drives. This is seriously a rookie mistake, any person that has any knowledge of PCs knows that","AmazonHelp reply 1: @579932 Hi Andrei, did your hard drive arrive damaged? You can submit packaging feedback with the following link: https://t.co/lSVN3kb44b. ^TI",I4,Auto-handle,Product packaging issue with possible damage.
1576358,"Customer message 1: What’s going on with the South Park steelbook? 🤔🤔🤔 now I’m not getting it on release day @AmazonHelp

Customer message 2: @AmazonHelp Yes but literally only this morning when it was meant to come today 🤔 would like more info than the email provided. Thanks","AmazonHelp reply 1: @485657 Hello, when you placed the order were you provided with a delivery date ? Has that delivery date changed ? ^CR

AmazonHelp reply 2: @485657 Sorry we don not have access to your acc here, what did the email advise? ^JJ",I1,Auto-handle,Simple delivery delay.
2335832,"Customer message 1: @115850 Order never got delivered. Should have come last week. If I don't get it by today, I don't need it anymore. https://t.co/6zaqlVpjyM

Customer message 2: @AmazonHelp I am beyond that at the moment. All I want is my package -.- IT'S BEEN TWO WEEKS!

Customer message 3: @AmazonHelp We spoke to a customer care executive. Let's see what happens now","AmazonHelp reply 1: @124856 That's strange. I'm sorry you have not yet received the package yet. Let us help you here. Please reach us via(1/2) ^VM

AmazonHelp reply 2: @124856 https://t.co/r8OjOjMdND and we'll look into this for you. (2/2) ^VM

AmazonHelp reply 3: @124856 Please don’t provide your order details, we consider them as personal information. Our Twitter page is visible to public. ^VM

AmazonHelp reply 4: @124856 Apologies for the trouble with the delivery of the order. I'd like to take a closer look at this. ^AK (1/2)

AmazonHelp reply 5: @124856 Please fill in your details using the link: https://t.co/JzRdscmdH9 and I'll get in touch with you soon. ^AK (2/2)",I1,Escalate,Order is two weeks late and still unresolved.
389619,Customer message 1: @115850 Item Number: 403-0024754-5758751 Delivered but didn't received. what a pathetic delivery channel for prime member. #fakeAmazon,"AmazonHelp reply 1: @208229 We've responded to you here: https://t.co/lFdSJTecsf, request you to check. 1/2 ^MA

AmazonHelp reply 2: @208229 Please don’t provide the order details, we consider it to be personal info. Our Twitter page is visible to public. 2/2 ^MA",I2,Auto-handle,Marked delivered but the customer did not receive it.
1606250,Customer message 1: @115850 @115851  Product recieved poor packaging and mobile box damaged from one corner.. first time dissapoint with amazon service. DM,"AmazonHelp reply 1: @493445 You may share your feedback here: https://t.co/BOC2qI06T6. 2/2 ^SB

AmazonHelp reply 2: @493445 I understand your disappointment regarding the packaging of the product. 1/2 ^SB",I4,Auto-handle,Product arrived with damaged packaging.
912911,"Customer message 1: @115850 When you pay for Amazon Prime Membership &amp; ur product delivery is on halt, due to unknown reasons, feeling stupid for buyin prime

Customer message 2: @115850 Product has reached destination city yesterday morning, still no intimation of delivery.. order id- 215173237447
Slot of delivery 21-23 oct

Customer message 3: @AmazonHelp Now the app shows estimated time of delivery as 23oct earlier it was 21oct.Still I wnt to knw why its delayed after reaching city. https://t.co/qBPLRkASfk

Customer message 4: @AmazonHelp If the item is delayed, whats the use of my prime membership then?? Amazon doesn’t respect its promises. Not getting prime membership again

Customer message 5: @AmazonHelp Plz tell me how can I opt out of Amazon Prime, coz you guys take five days  to make a normal delivery, wats the use of prime??

Customer message 6: @AmazonHelp For around 48 hours, the product is in the city and its not getting delivered. @118702  deliveries are better then you. No to Amazon Prime

Customer message 7: @AmazonHelp Have done it, as you instructed but whats the use, have been doing the same from last two days, u r nt doing nething. Cancel my Amazon prime

Customer message 8: @AmazonHelp Estimated delivery at the time of ordering was 21 October as I am a prime member. If it has reached destination city, y its on hold??

Customer message 9: @AmazonHelp Very well, its the only thing you can do. @118702 would hv delivered it on the first hand, they don’t delay once its in destination city

Customer message 10: @AmazonHelp Will you even try to deliver the product today or will be just justifying your so called process??

Customer message 11: @AmazonHelp Plz dnt say that, If amazon tries to delivery before time then my delivery should have been made by now.. its in my city from past two days","AmazonHelp reply 1: @336792 Orders are delivered as per the estimates given. Could you let us know if we've missed the estimated date of delivery? ^GK

AmazonHelp reply 2: @336792 Kindly wait until the estimated delivery date. I'm positive the product will be delivered on time. ^AR 1/2

AmazonHelp reply 3: @336792 Please don't provide your order details, we consider it to be personal information. Our page is visible to the public ^AR 2/2

AmazonHelp reply 4: @336792 Please contact us here: https://t.co/vlvfJr4nN9 and we'll help you with this. ^SQ

AmazonHelp reply 5: @336792 I understand your concern. The packages are moved according to the estimated delivery date assigned. (1/2)^SQ

AmazonHelp reply 6: @336792 Request you to kindly wait till the date of delivery. Further, I'll surely forward this as feedback internally. (2/2)^SQ

AmazonHelp reply 7: @336792 I get your concern. As stated earlier, the packages are mapped as per the estimates. Request you to wait. ^SQ

AmazonHelp reply 8: @336792 We always try our best to deliver the packages before estimated date but I'm sorry we'll not be able to promise 1/2 ^SH

AmazonHelp reply 9: @336792 delivery before estimated date. Kindly wait until the estimated date and I'm positive your order will be delivered. 2/2 ^SH

AmazonHelp reply 10: @336792 Kindly wait till the estimates provided. Appreciate your understanding. 2/2 ^GK

AmazonHelp reply 11: @336792 We do try to deliver the orders before the time frame mentioned. However, we'll not be able to guarantee the same. 1/2 ^GK",I1,Escalate,Delivery delay with repeated failed support attempts.
566642,"Customer message 1: @115851 how come amazon won’t take responsibility for the fact that they screwed up my order ?

Customer message 2: @AmazonHelp I ordered a product that you originally said you could deliver within a stipulated amount of time and now I am told you have no idea when you can ship it. I am leaving the country and need my product before “whenever yall can “

Customer message 3: @AmazonHelp Latest update is “whenever we can” I aheve spoken to several representatives throughout this entire day and have been disrespected when requesting a simple rectification of a problem that was your fault

Customer message 4: @AmazonHelp I was offered the gracious chance of cancelling my order and paying substantially more to buy it from another seller and being reimbursed “a promotional certificate “ which I could only use on orders that you guys get paid for

Customer message 5: @AmazonHelp Well I was on chat with manager Loicel but he ended the chat without helping me so ..","AmazonHelp reply 1: @252854 I'm sorry for the trouble! Without sharing confidential information please 
tell us exactly what's going on. Thanks! ^MO

AmazonHelp reply 2: @252854 When you review your order details, what is the latest update posted? You can find this information here: https://t.co/Y5jpI9gRhE ^WM

AmazonHelp reply 3: @252854 Can you tell us what information or options we provided when you last spoke with us? Did we offer to cancel the order if it won't be delivered before you leave the country? ^EZ

AmazonHelp reply 4: @252854 I'm so sorry for this frustrating experience! I'd like a member of our team to look into this. Please provide your information here and we'll be in touch: https://t.co/iVTGwHqiEe ^HS

AmazonHelp reply 5: @252854 The link ^HS provided will allow you to send your details directly to our Social Media team so we can personally look into things for you. ^AM",I1,Escalate,Delivery delay is unresolved after several support attempts.
