conversation_id,customer_message,intent_label,decision_label,predicted_intent,predicted_decision,decision_reason,draft_reply,retrieved_conversation_ids
2739337,"Customer message 1: Great, waited weeks for a Christmas gift to arrive from a ""fulfilled by Amazon"" delivery by @115830. Item arrived bashed in, was sent from China which WASN'T made clear. So, what, will I have to send this back to China, which would probably cost as much as the item?

Customer message 2: @115830 I wouldn't normally rant but this is a Christmas gift for my godson and I can't stand the thought of him being disappointed.",I4,Escalate,I8,Auto-handle,Majority-class trivial baseline prediction.,,
308898,"Customer message 1: @AmazonHelp can I get someone in management to please contact me?  I have had Amazon Prime since the month u started it.  I need local help

Customer message 2: @AmazonHelp I'm having a problem getting my products delivered. When I call customer service it seems they don't clearly ""hear"" my issue. U.S. needed

Customer message 3: @AmazonHelp USPS they keep saying no place to leave it but I'm at home. I need a place to call to speak to someone who can really help.  I need my order

Customer message 4: @AmazonHelp Can someone at @115821 @AmazonHelp PLEASE help me get my order? Your customer service is awful.  What has happened? Are you outsourcing it?

Customer message 5: @AmazonHelp no options #usps says order doesn't fit in my mailbox. y would i only order stuff that fits in my mailbox? y would i want to pick it up?",I1,Escalate,I8,Auto-handle,Majority-class trivial baseline prediction.,,
2829577,"Customer message 1: @115850 Your delivery boys r at it again! 3 of my delivery today, 2 not delivered stating they cud not contact me &amp; one sent this message. https://t.co/vFYyNzaWrZ",I1,Auto-handle,I8,Auto-handle,Majority-class trivial baseline prediction.,,
2760294,"Customer message 1: @115850 look how you are cheating your customers, quoting higher price giving discount to match the original price, in my case higher than MRP https://t.co/yzg9NpSQeO

Customer message 2: @AmazonHelp Ok I shall mask them, but what is the resolve??

Customer message 3: @AmazonHelp You are hosting them on your website are you not responsible? How can you just wash off your hands @115851

Customer message 4: @AmazonHelp I guess I will go to consumer court then, the way you are cheating",I6,Escalate,I8,Auto-handle,Majority-class trivial baseline prediction.,,
995437,"Customer message 1: @AmazonHelp scared it wasn't an official pressing, so I cancelled it and it charged me for the MP3 version but I pre-ordered the vinyl again

Customer message 2: @AmazonHelp Got the mp3 version refunded as I bought the vinyl again, thanks!",I5,Auto-handle,I8,Auto-handle,Majority-class trivial baseline prediction.,,
2059506,"Customer message 1: @117086 mores agora que tu expandiram as lojinhas, vão trazer a pré venda de Pokemon Ultra Sun/Ultra Moon????

Customer message 2: @AmazonHelp haaa :/ ok",I8,Auto-handle,I8,Auto-handle,Majority-class trivial baseline prediction.,,
1560222,Customer message 1: @115850 My mom ordered Pantry items.Poor packing.Salt pack is torn &amp; spread throughout the cart.Spend 1hr to clean. but return not allowed https://t.co/S49uHWEwNH,I4,Auto-handle,I8,Auto-handle,Majority-class trivial baseline prediction.,,
1199762,"Customer message 1: Really wish Amazon Logistics deliverers had their shit together

Customer message 2: @AmazonHelp Haha, more like is there not one. It’s more often that we DON’T get our packages than we do. I’ve already contacted customer service.",I1,Auto-handle,I8,Auto-handle,Majority-class trivial baseline prediction.,,
1534389,"Customer message 1: @AmazonHelp any idea where my parcel is I've had to change my shifts two days now to be home to accept it and I've heard nothing! Help!

Customer message 2: @AmazonHelp It's not showing anything but I think it's because it's not the uk site. This is what the email link shows, I don't know when to be home! https://t.co/awGgyGomf6

Customer message 3: @AmazonHelp I don't mind waiting but it keeps telling me that's it's arriving that day so I book off work and it doesn't arrive :(

Customer message 4: @AmazonHelp Well yes I figured that out myself but I'm not going to stay in all day for the next 5 days for a parcel you said would be here 2 days ago

Customer message 5: @AmazonHelp I live in a second story flat there isn't anywhere safe to leave it. Can you please just tell me where it is and why it hasn't arrived yet?

Customer message 6: @AmazonHelp So my parcel is going to be a week late (if I ever get it) with no explanation or compensation, thanks for nothing amazon! 👎 #awfulservice",I1,Escalate,I8,Auto-handle,Majority-class trivial baseline prediction.,,
2226447,Customer message 1: @115850  @AmazonHelp  Got one of my order today. But received damaged item. See DM for order number and pics.,I4,Auto-handle,I8,Auto-handle,Majority-class trivial baseline prediction.,,
67443,"Customer message 1: @AmazonHelp 
I bought a product in July. It's now broken. But there's no option to get a replacement or raise a complaint. What do i do??  !!!

Customer message 2: @AmazonHelp By a seller. Not Amazon.

Customer message 3: @AmazonHelp Brilliant. Thankyou for the help 😊",I4,Auto-handle,I8,Auto-handle,Majority-class trivial baseline prediction.,,
350131,"Customer message 1: The Guess the phones contest is closed. Thanks for participating. We'll announce the winners soon! #KaroMilkeTayyari

Customer message 2: @115850 why you no ever make me win anything?

Customer message 3: @115850 Hope This Time My Luck Is in My Favour to Win

Fingers Crossed

#AmazonGreatIndianFestival 
#KaroMilkeTayyari https://t.co/oNyja5ZMwr

Customer message 4: @115850 How do we get selected for this? I have participated every time but never won 😕

Customer message 5: @AmazonHelp Okay.. Finger crossed 🤞. May be some day i wil get lucky 🙃

Customer message 6: @AmazonHelp @199297 🤞🏻

Customer message 7: @AmazonHelp I hope so 😇

Customer message 8: @115850 Amazon why do you simply accept the order to just cancel it after few days? My order ORDER # 403-8515280-2355558 is canceled out of nowhere

Customer message 9: @115850 I hvnt givn any prsnal info. I ordrd produt fr 499 nw its 818, refund me diffrnc of 318 Rs as ordr was cncld from ur side n thts nt my fault

Customer message 10: @AmazonHelp there was no fault from my side. &lt;1&gt;

Customer message 11: @AmazonHelp This product ws available 4m Jamesshopee  just 450 Rs bt I didn't orderd then, as I already orderd it via anothr seller who then canceld &lt;2&gt;

Customer message 12: @AmazonHelp if u understand my concern re-ship my cancelled order

Customer message 13: @115850 Dear Amazon Team, Please Notice My Efforts this Time 😊🙏
#AmazonGreatIndianFestival 
#KaroMilkeTayyari

Customer message 14: @AmazonHelp @115850 Gues wat Amazon cancld my ordr again! My last 3 lst ordrs r cncld 4m ur side. Ur impotency 2 delivr products hs crosd all limits 😡

Customer message 15: @AmazonHelp @115850 @115850 @AmazonHelp Y Amazon keeps cancelin my ordrs?
ORDER # 403-8515280-2355558
ORDER # 406-6045999-1933165
ORDER # 406-2201196-7169943",I5,Escalate,I8,Auto-handle,Majority-class trivial baseline prediction.,,
9147,"Customer message 1: @115850 order ID ending with 5148337, I paid ur delivery guy 1000 Rs for a 690 Rs order, asked him to add 310 to wallet, Y s it not done?

Customer message 2: @115850 Under the same order ID another product of 617 was delivered, paid 700 asked to add the balance to the wallet, same thing, not added

Customer message 3: @AmazonHelp Solved, Thank You",I6,Auto-handle,I8,Auto-handle,Majority-class trivial baseline prediction.,,
240092,Customer message 1: @173027 it's been days since i pre-ordered my i8+ from @115850 but there isn't any update on shipping yet. Pls look and escalate,I1,Auto-handle,I8,Auto-handle,Majority-class trivial baseline prediction.,,
2752062,"Customer message 1: If you do not live in an area with @117795 be thankful. It's a headache!!!!!

Customer message 2: @AmazonHelp Months of drivers not following delivery instructions. Every time, I've placed an order, a driver will call Amazon saying the callbox in my bldg is broken (it never is) or can't find the callbox or mark the order as undeliverable w/out calling me or Amazon to reach out to me.

Customer message 3: @AmazonHelp I've received credits in the past because of the poor service. One representative, when she called the delivery center in Dallas reported the driver as rude to his supervisor. Another driver talked over me one time when I was trying to explain how to use the callbox.

Customer message 4: @AmazonHelp Another time, a driver claimed there was no callbox on the building (he was not at the right address). Another time, a driver entered the wrong building to attempt delivery (at a completely different address).

Customer message 5: @AmazonHelp Tonight, the delivery was marked as being unable to be delivered--I received no phone call from the Amazon # in Washington or any call from the driver using the callbox.

Customer message 6: @AmazonHelp I even changed the delivery instructions on my account based on one delivery driver reporting that drivers just drive around the buildings looking for callbox, and if they don't find the callbox, they mark the item unable to be delivered and move to the next order.

Customer message 7: @AmazonHelp I cannot be the only person in #dallas who experiences these issues. I suspect there are hundreds, if not thousands of people who use #amazonprime #prime and have these experiences.

Customer message 8: @AmazonHelp Thank you. A final comment online: I do not want a credit to try the service again. I'd like a genuine fix to the problem with #dallas delivery drivers your company contracts out to. Whatever system, training or tools they are using, it's not working (at least for me).",I1,Escalate,I8,Auto-handle,Majority-class trivial baseline prediction.,,
2964006,"Customer message 1: Really starting to hate @115821 their customer support people aren't good

Customer message 2: @AmazonHelp I'm unable to have items shipped to my address anymore and I have no idea why started having this issue a few months ago

Customer message 3: @AmazonHelp And I was told my billing address was wrong. I go online and check... nope it's correct https://t.co/4a6OSp7pae

Customer message 4: @AmazonHelp  https://t.co/78hSCkGawe

Customer message 5: @AmazonHelp Even when I put my physical address instead of my po box it still won't work

Customer message 6: @AmazonHelp Thank you for your help. Whatever @115821 is paying you they need to double it",I8,Auto-handle,I8,Auto-handle,Majority-class trivial baseline prediction.,,
